request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
推測,ja,noun,/sɯisokɯ/,uyou,Guess,不亦乐乎,zh-cn,noun,/pu˧˥ i˥˩ lɤ˥˩ xu˥˥/,uyou,Happiness
konkludi,eo,noun,/konkludi/,onuy,conclude,ＮＧ,ja,noun,/enɯdʑi/,ønuy,Ng
미루다,ko,noun,/miɾuda̠/,nyuɶ,Postpone,儿媳妇儿,zh-cn,noun,/aɻ˧˥ ɕi˧˥ fu˧ aɻ˧/,ɶyuɶ,Daughter-in-law
遅く,ja,noun,/osokɯ/,oou,late,colocviu,ro,noun,/kolokvju/,oou,colloquy
천정,ko,noun,/t͡ɕʰʌ̹nd͡ʑʌ̹ŋ/,ɔnɔn,zenith,amborn,en,noun,/əmˈbɔɹn/,ənɔn,amborn
목부,ko,noun,/mo̞k̚p͈u/,nou,xylem,modul,id,noun,/modul/,nou,module
푸르다,ko,noun,/pʰuɾɯda̠/,uuɶ,Purple,brújula,es,noun,/ˈbɾuxula/,uuɶ,compass
ピクル,ja,noun,/pikɯɾɯ/,yuu,Picle,chipului,ro,noun,/kʲ̩ipuluj/,yuu,image
멈추다,ko,noun,/mʌ̹mt͡ɕʰuda̠/,nɔnuɶ,Stop,bersemuka,id,noun,/bərsəmuka/,əənuɶ,Smear
berhenti,id,noun,/bərhənti/,əəny,Stop,个人历史,zh-cn,adjective,/kɤ˥˩ ʐən˧˥ li˥˩ ʂɚ˨˩˦/,oəny,Personal history
보조금,ko,noun,/po̞d͡ʑo̞ɡɯm/,ooun,subsidy,kuorum,id,noun,/kuorum/,uoun,quorum
kebaikan,id,noun,/kəbaikan/,əɶyɶn,kind,Bräutigams,de,noun,/ˈbrɔøtigams/,ɔøyɶn,Groom
恩恵,ja,noun,/oɴkei/,onøy,benefit,Angstgefühl,de,noun,/ˈʔanˌkstgeːfyl/,ɶnøy,Sense of fear
favoro,eo,noun,/favoro/,ɶoo,favor,Alkohol,de,noun,/ˈalkoho(ː)l/,ɶoo,alcohol
疯狂,zh-cn,noun,/fɤŋ˥˥ kʰwɑŋ˧˥/,onɒn,Crazy,abmahnst,de,noun,/ˈʔapˌmɑnst/,ɶnɒn,warn
聖歌,ja,noun,/seika/,øyɶ,chant,delikat,de,noun,/deliˈkaːt/,øyɶ,delicate
唱诗班,zh-cn,noun,/ʈʂʰɑŋ˥˩ ʂɚ˥˥ pan˥˥/,ɒnɶn,choir,Andrang,de,noun,/ˈʔanˌdɾaŋ/,ɶnɶn,Crowd
