request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
berbatasan,id,noun,/bərbatasan/,əɶɶɶn,bordering,amalgam,ro,noun,/amalɡam/,ɶnɶɶn,amalgam
anliegen,de,noun,/ˈʔanˌliːgən/,ɶnyən,issue,implicăm,ro,verb,/implikəm/,ynyən,involved
부식하다,ko,noun,/puɕʰikʰa̠da̠/,uyɶɶ,Corrode,activarea,ro,verb,/aktivarĕa/,ɶyɶɶ,enabled
喃喃自语,zh-cn,noun,/nan˧˥ nan˧˥ tsɯ˥˩ y˨˩˦/,nɶnnɶnuy,self-mumbling,cohentannoudji,en,noun,/ˌkoʊəntəˈnudʒi/,oʊənənuy,cohen tannoudji
맥주,ko,noun,/mɛ̝k̚t͡ɕ͈u/,nœu,beer,捏住,zh-cn,noun,/njɛ˥˥ ʈʂu˥˩/,nœu,Pinch
사물,ko,noun,/sʰa̠muɭ/,ɶnu,objects,abnus,id,noun,/abnus/,ɶnu,Abnus
ジェリー,ja,noun,/dʑieɾiː/,yøy,Jerry,tiefgekühlt,de,noun,/ˈtiːfgekylt/,yøy,frozen
모음,ko,noun,/mo̞ɯm/,noun,collection,kuorum,id,noun,/kuorum/,uoun,quorum
Motiven,de,noun,/moˈtiːfən/,noyən,Motion,implicăm,ro,verb,/implikəm/,ynyən,involved
motes,en,noun,/ˈmoʊts/,noʊ,motes,侔,zh-cn,noun,/moʊ˧˥/,noʊ,Bamboo
murdi,eo,noun,/murdi/,nuy,murder,Musik,de,noun,/muˈziːk/,nuy,music
形状,ja,noun,/keidʑoɯ/,øyou,shape,不亦乐乎,zh-cn,noun,/pu˧˥ i˥˩ lɤ˥˩ xu˥˥/,uyou,
gestalten,de,noun,/ɡəˈʃtaltən/,əɶən,shape,berbareng,id,verb,/bərbarəŋ/,əɶən,pointing
形状,zh-cn,noun,/ɕɪŋ˧˥ ʈʂwɑŋ˥˩/,ʏnɒn,shape,abmahnst,de,noun,/ˈʔapˌmɑnst/,ɶnɒn,warn
모양,ko,noun,/mo̞ja̠ŋ/,noɶn,shape,Ｂ５判,ja,noun,/biːgohaɴ/,yoɶn,B5
bentuk,id,noun,/bəntuʔ/,ənu,form,人数,zh-cn,noun,/ʐən˧˥ ʂu˥˩/,ənu,Number
ツイード,ja,noun,/tsɯiːdo/,uyo,tweed,구십오,ko,noun,/kuɕʰibo̞/,uyo,Eastern
homes,en,noun,/ˈhoʊmz/,oʊn,homes,侧重,zh-cn,noun,/tsʰɤ˥˩ ʈʂʊŋ˥˩/,oʊn,Focus
rumah,id,noun,/rumah/,unɶ,home,bruma,ro,noun,/bruma/,unɶ,Hoar
家庭,zh-cn,noun,/tɕja˥˥ tʰɪŋ˧˥/,ɶʏn,family,abbringst,de,noun,/ˈʔapˌbrɪŋst/,ɶʏn,drag
Gelegenheit,de,noun,/gəlegɛnˈəiːt/,əøœnəy,opportunity,antrenării,ro,noun,/antrenərij/,ɶnønəy,entrainment
죄송합니다,ko,noun,/t͡ɕø̞sʰo̞ŋɦa̠mnida̠/,øonɶnnyɶ,Sorry,kontraŭkoncipa,eo,noun,/kontraukont͡sipa/,onɶuonyɶ,contraceptive
纽约,zh-cn,noun,/njoʊ˨˩˦ ɥœ˥˥/,noʊœ,new York,aufdrucktest,de,noun,/ˈʔaofˌdɾʊkˌtɛst/,ɶoʊœ,imprint test
Schlaufen,de,noun,/ˈʃlaofən/,ɶoən,Loop,abordăm,ro,noun,/abordəm/,ɶoən,address
循环,zh-cn,noun,/ɕyn˧˥ xwan˧˥/,ynɶn,cycle,Andrang,de,noun,/ˈʔanˌdɾaŋ/,ɶnɶn,Crowd
sandiwara,id,noun,/sandiwara/,ɶnyɶɶ,Stiffs,가결의하다,ko,noun,/ˈka̠ːɡjʌ̹ɾɰiɦa̠da̠/,ɶɔyɶɶ,Pass
スケート,ja,noun,/sɯkeːto/,uøo,skate,buretos,ro,noun,/buretos/,uøo,spongy
速度,ja,noun,/sokɯdo/,ouo,speed,교두보,ko,noun,/kjodubo̞/,ouo,bridgehead
Geschwindigkeit,de,noun,/ɡəˈʃvɪndɪçkaɪ̯t/,əʏnʏɶʏ,speed,cambridgeside,en,noun,/ˈkeɪmˌbɹɪdʒˌsaɪd/,øʏnʏɶʏ,cambridgeside
教授,zh-cn,noun,/tɕjɑʊ˥˩ ʂoʊ˥˩/,ɒʊoʊ,professor,aburto,en,noun,/əˈbʊɹˌtoʊ/,əʊoʊ,aburto
银行,zh-cn,noun,/ɪn˧˥ xɑŋ˧˥/,ʏnɒn,bank,abmahnst,de,noun,/ˈʔapˌmɑnst/,ɶnɒn,warn
出租车,zh-cn,noun,/ʈʂʰu˥˥ tsu˥˥ ʈʂʰɤ˥˥/,uuo,taxi,buŝtuko,eo,noun,/buʃtuko/,uuo,napkin
Taxen,de,noun,/ˈtɑːksən/,ɒən,Taxis,aachen,en,noun,/ˈɑkən/,ɒən,aachen
タクシー,ja,noun,/takɯɕiː/,ɶuy,taxi,abulic,ro,noun,/abulik/,ɶuy,aboulic
ブリート,ja,noun,/bɯɾiːto/,uyo,Breach,brulilo,eo,noun,/brulilo/,uyo,burner
