request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
gemietet,de,verb,/gəˈmiətət/,ənyəə,rented,conceivable,en,adjective,/kənˈsivəbəɫ/,ənyəə,conceivable
berbicara,id,verb,/bərbitʃara/,əyɶɶ,Speaking,delikata,eo,adjective,/delikata/,øyɶɶ,delicate
说话,zh-cn,verb,/ʂuɔ˥˥ xwa˥˩/,uɔɶ,speak,굴절각,ko,noun,/kuɭd͡ʑʌ̹ɭɡa̠k̚/,uɔɶ,Refraction angle
paroli,eo,verb,/paroli/,ɶoy,talk,alloziert,de,verb,/ʔalloˈtsiːɾt/,ɶoy,alloced
話す,ja,verb,/hanasɯ/,ɶnɶu,speak,andaluz,es,noun,/andaluθ/,ɶnɶu,Andalusian
말하다,ko,verb,/ma̠ɾɦa̠da̠/,nɶɶɶ,say,Nachbarast,de,noun,/ˈnaxˈbaɽast/,nɶɶɶ,Neighboring
samaran,id,verb,/samaran/,ɶnɶɶn,Squeak,Anwaltszwang,de,noun,/ˈʔanˌvaltstsvaŋ/,ɶnɶɶn,Lawyer
prone,en,adjective,/ˈpɹoʊn/,oʊn,prone,侧重,zh-cn,verb,/tsʰɤ˥˩ ʈʂʊŋ˥˩/,oʊn,Focus
inklina,eo,adjective,/inklina/,ynynɶ,prone,acvatinta,ro,noun,/akvatinta/,ɶɶynɶ,aquitate
아담,ko,verb,/a̠da̠m/,ɶɶn,Adam,Adam,eo,noun,/adam/,ɶɶn,Adam
鲜美,zh-cn,verb,/ɕjɛn˥˥ meɪ˨˩˦/,œnnøʏ,Tasty,abimael,en,noun,/ˌæbɪˈmeɪɫ/,æʏnøʏ,abimael
유제품,ko,adjective,/jud͡ʑe̞pʰum/,uøun,dairy product,médium,es,noun,/ˈmeðjum/,nøun,medium
gemietet,de,verb,/gəˈmiətət/,ənyəə,rented,conceivable,en,adjective,/kənˈsivəbəɫ/,ənyəə,conceivable
roble,en,adjective,/ˈɹoʊbəɫ/,oʊə,roble,Produkte,de,noun,/ˈpɾoːdʊktə/,oʊə,Products
쾌적하다,ko,adjective,/kʰwɛ̝d͡ʑʌ̹kʰa̠da̠/,œɔɶɶ,Pleasure,过家家,zh-cn,verb,/kuɔ˥˩ tɕja˥˥ tɕja˥˥/,uɔɶɶ,Family home
membangunkan,id,adjective,/məmbaŋunkan/,nənɶnunɶn,wake,Analogeingang,de,noun,/ˈʔanˌʔɑːlogaeŋaŋ/,ɶnɒoɶønɶn,Analogue input
vekiĝi,eo,adjective,/vekid͡ʒi/,øyy,wake up,clericist,ro,adjective,/kleritʃist/,øyy,clergyman
참석자,ko,adjective,/t͡ɕʰa̠msʰʌ̹k̚t͡ɕ͈a̠/,ɶnɔɶ,attendants,Bahnhofsplatz,de,noun,/ˈbɑnɔfsplats/,ɒnɔɶ,Station
waken,en,adjective,/ˈweɪkən/,øʏən,waken,abbilden,de,verb,/ˈap.bɪl.dən/,ɶʏən,depict
唤醒,zh-cn,verb,/xwan˥˩ ɕɪŋ˨˩˦/,ɶnʏn,wake,abermin,en,noun,/ˈæbɝmɪn/,ænʏn,abermin
gezwungen,de,verb,/gəˈtsvʊŋən/,əʊnən,forced,berantem,id,verb,/bərantəm/,əɶnən,fight
membangunkan,id,adjective,/məmbaŋunkan/,nənɶnunɶn,wake,aconsonantan,es,verb,/akonsonantan/,ɶononɶnɶn,Associated
waken,en,adjective,/ˈweɪkən/,øʏən,waken,abbilden,de,verb,/ˈap.bɪl.dən/,ɶʏən,depict
唤醒,zh-cn,verb,/xwan˥˩ ɕɪŋ˨˩˦/,ɶnʏn,wake,abermin,en,noun,/ˈæbɝmɪn/,ænʏn,abermin
참석자,ko,adjective,/t͡ɕʰa̠msʰʌ̹k̚t͡ɕ͈a̠/,ɶnɔɶ,attendants,Bahnhofsplatz,de,noun,/ˈbɑnɔfsplats/,ɒnɔɶ,Station
vekiĝi,eo,adjective,/vekid͡ʒi/,øyy,wake up,berbiquí,es,adjective,/beɾβiˈki/,øyy,brace
naif,id,adjective,/naif/,nɶy,naive,machi,es,noun,/matʃi/,nɶy,Machi.
naiva,eo,adjective,/naiva/,nɶyɶ,naive,abadiah,id,noun,/abadiah/,ɶɶyɶ,Abadiah.
浸泡,zh-cn,verb,/tɕɪn˥˩ pʰɑʊ˥˩/,ʏnɒʊ,soak,Dramaturg,de,noun,/ˈdɾɑːmɑtʊɾk/,ɒnɒʊ,Dramatur
merendam,id,verb,/mərəndam/,nəənɶn,soak,abadernan,es,verb,/aβaðeɾnan/,ɶɶønɶn,Abadernan.
浸す,ja,verb,/çitasɯ/,yɶu,Immerse,blidaru,ro,noun,/blidaru/,yɶu,Blidaru
alang,id,verb,/alaŋ/,ɶɶn,Alang.,abband,de,verb,/ˈʔapˌbant/,ɶɶn,cord
schieben,de,verb,/ˈʃiːbən/,yən,push,义愤,zh-cn,noun,/i˥˩ fən˥˩/,yən,indignation
mendorong,id,verb,/məndoroŋ/,nənoon,push,Analogon,de,noun,/ˈʔanʔɑloˈgoːn/,ɶnɒoon,analogue
突き破る,ja,verb,/tsɯkijabɯɾɯ/,uyɶuu,Thrust,aparatului,ro,noun,/aparatuluj/,ɶɶɶuu,apparatus
漫游,zh-cn,verb,/man˥˩ joʊ˧˥/,nɶnoʊ,roaming,abramo,en,noun,/ɑˈbɹɑmoʊ/,ɒɒnoʊ,abramo
roams,en,verb,/ˈɹoʊmz/,oʊn,roams,Bohrturm,de,noun,/ˈboɾtʊɾm/,oʊn,derrick
ionic,en,adjective,/ˌaɪˈɑnɪk/,ɶʏɒnʏ,ionic,vatikanisch,de,,/ˈvɑːtikɑnɪʃ/,ɒyɒnʏ,Vatican
嘲弄,zh-cn,verb,/ʈʂʰɑʊ˧˥ nʊŋ˥˩/,ɒʊnʊn,Ridicule,Abdankung,de,noun,/ˈʔapdaŋkʊŋ/,ɶɶnʊn,abdication
moped,en,verb,/ˈmoʊpɛd/,noʊœ,moped,纽约,zh-cn,noun,/njoʊ˨˩˦ ɥœ˥˥/,noʊœ,new York
飾る,ja,verb,/kazaɾɯ/,ɶɶu,decorate,aguazul,es,adjective,/aɣwaθul/,ɶɶu,Aguazul
sortieren,de,verb,/zɔɾˈtiːɾen/,ɔyøn,sort by,accident,ro,noun,/aktʃident/,ɶyøn,accident
heulen,de,verb,/ˈhɔølən/,ɔøən,howl,mésem,id,noun,/mesəm/,nøən,Mésem
suram,id,adjective,/suram/,uɶn,bleak,brutalsten,de,verb,/bʀuˈtaːlstn̩/,uɶn,brutal
senbrida,eo,adjective,/senbrida/,ønyɶ,uncontrolled,井底之蛙,zh-cn,verb,/tɕɪŋ˨˩˦ ti˨˩˦ ʈʂɚ˥˥ wa˥˥/,ʏnyɶ,Bright frog
tränen,de,verb,/ˈtɾɛːnən/,œnən,tears,ackerman,en,adjective,/ˈækɝmən/,ænən,ackerman
berisiko,id,adjective,/bərisiko/,əyyo,Risky,adicio,eo,noun,/adit͡sio/,ɶyyo,Addition
추운,ko,adjective,/t͡ɕʰuun/,uun,cold,くすん,ja,verb,/kɯsɯɴ/,uun,Dumpling
寒さ,ja,adjective,/samɯsa/,ɶnuɶ,Coldness,가누다,ko,verb,/ka̠nuda̠/,ɶnuɶ,Snap
dingin,id,adjective,/diŋin/,ynyn,cold,anbieten,de,verb,/ˈʔanbiːtn̩/,ɶnyn,to offer
