,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
7427,599.0,曲がり,aai,ja,614.0,ぴったり,iai,ja,kyaku,ai,noun,3.0
7659,614.0,ぴったり,iai,ja,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
7713,620.0,nilai,iai,id,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
7770,624.0,粗い,aai,ja,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
7799,626.0,柳,aai,ja,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
8232,668.0,鎖,ɯai,ja,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
9330,732.0,abagiu,aai,ro,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
9386,735.0,ostatici,oai,ro,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
9589,750.0,榻榻米,aai,zh-cn,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
9743,768.0,biadi,iai,id,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
11580,851.0,diapir,iai,ro,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
11670,854.0,lucarii,uai,ro,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
11760,858.0,あさひ,aai,ja,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
12751,935.0,sinaí,iai,is,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
13273,966.0,abatis,aai,fr,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
13547,986.0,asasini,aai,ro,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
14034,1015.0,cramoisi,aai,fr,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
14782,1068.0,Bigamie,iai,de,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
15152,1092.0,baháí,aai,is,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
15434,1108.0,abadi,aai,id,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
15689,1131.0,Havarie,aai,de,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
16309,1178.0,amaĵi,aai,eo,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
17307,1241.0,ngũ gia bì,uai,vi,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
18348,1312.0,buai,uai,id,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
19710,1426.0,badari,aai,id,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
20166,1457.0,abai,aai,id,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
20195,1458.0,italy,iai,ro,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
20236,1460.0,baharí,aai,es,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
21853,1615.0,bivaki,iai,eo,599.0,曲がり,aai,ja,kyaku,ai,noun,3.0
