,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
1903,105.0,파란,ää,ko,162.0,미라,iä,ko,kyaku,ä,adjective,2.0
1984,114.0,바다,ää,ko,162.0,미라,iä,ko,kyaku,ä,adjective,2.0
2728,162.0,미라,iä,ko,105.0,파란,ää,ko,kyaku,ä,adjective,2.0
3535,231.0,반란,ää,ko,162.0,미라,iä,ko,kyaku,ä,adjective,2.0
4674,305.0,이상,iä,ko,105.0,파란,ää,ko,kyaku,ä,adjective,2.0
6127,436.0,기사,iä,ko,105.0,파란,ää,ko,kyaku,ä,adjective,2.0
6312,458.0,말단,ää,ko,162.0,미라,iä,ko,kyaku,ä,adjective,2.0
6348,462.0,산란,ää,ko,162.0,미라,iä,ko,kyaku,ä,adjective,2.0
6718,494.0,카파,ää,ko,162.0,미라,iä,ko,kyaku,ä,adjective,2.0
7018,537.0,사람,ää,ko,162.0,미라,iä,ko,kyaku,ä,adjective,2.0
8678,692.0,아마,ää,ko,162.0,미라,iä,ko,kyaku,ä,adjective,2.0
