,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
164,9.0,輝く,aaaɯ,ja,35.0,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4.0
255,13.0,煌く,aaaɯ,ja,35.0,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4.0
657,35.0,生み出す,ɯiaɯ,ja,9.0,輝く,aaaɯ,ja,kyaku,aɯ,verb,4.0
992,60.0,瞬く,iaaɯ,ja,35.0,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4.0
1184,72.0,失う,ɯiaɯ,ja,9.0,輝く,aaaɯ,ja,kyaku,aɯ,verb,4.0
3222,216.0,敬う,ɯaaɯ,ja,35.0,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4.0
4358,288.0,費やす,ɯiaɯ,ja,9.0,輝く,aaaɯ,ja,kyaku,aɯ,verb,4.0
4790,310.0,従う,iaaɯ,ja,35.0,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4.0
5054,337.0,支払う,iaaɯ,ja,35.0,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4.0
5973,420.0,気になる,iiaɯ,ja,9.0,輝く,aaaɯ,ja,kyaku,aɯ,verb,4.0
6637,484.0,張り合う,aiaɯ,ja,9.0,輝く,aaaɯ,ja,kyaku,aɯ,verb,4.0
6833,511.0,疑う,ɯaaɯ,ja,35.0,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4.0
17434,1250.0,あいだる,aiaɯ,ja,9.0,輝く,aaaɯ,ja,kyaku,aɯ,verb,4.0
