,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
146,8.0,balasan,aaa,id,94.0,catatan,aaa,id,kyaku,aa,verb,3.0
1682,94.0,catatan,aaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
2041,117.0,masalah,aaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
4283,281.0,harapan,aaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
4845,326.0,曲がった,aaa,ja,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
5035,336.0,dijaga,iaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
5143,356.0,biara,iaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
5332,376.0,tatapan,aaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
5354,378.0,cahaya,aaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
5405,382.0,halangan,aaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
5503,397.0,dibayar,iaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
5520,398.0,tawaran,aaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
6244,454.0,kawanan,aaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
9131,724.0,ababan,aaa,es,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
13715,996.0,cobalah,oaa,id,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
15268,1096.0,ababa,aaa,es,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
15392,1103.0,bufaba,uaa,es,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
21027,1537.0,abarca,aaa,es,8.0,balasan,aaa,id,kyaku,aa,verb,3.0
