,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
1229,75.0,줄이다,uiä,ko,88.0,알리다,äiä,ko,kyaku,iä,verb,3.0
1499,88.0,알리다,äiä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
2299,132.0,올리다,o̞iä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
2372,134.0,들리다,ɯiä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
2564,141.0,밝히다,äiä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
3710,241.0,돌리다,o̞iä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
4768,309.0,높이다,o̞iä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
5231,363.0,죽이다,uiä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
5773,413.0,굽히다,uiä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
6458,467.0,그리다,ɯiä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
20717,1505.0,가이단,äiä,ko,75.0,줄이다,uiä,ko,kyaku,iä,verb,3.0
