,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
5474,389.0,salinan,aia,id,455.0,harian,aia,id,kyaku,ia,verb,3.0
6261,455.0,harian,aia,id,389.0,salinan,aia,id,kyaku,ia,verb,3.0
6702,489.0,cacingan,aia,id,389.0,salinan,aia,id,kyaku,ia,verb,3.0
6803,506.0,tarikan,aia,id,389.0,salinan,aia,id,kyaku,ia,verb,3.0
7006,535.0,bajingan,aia,id,389.0,salinan,aia,id,kyaku,ia,verb,3.0
7302,583.0,saringan,aia,id,389.0,salinan,aia,id,kyaku,ia,verb,3.0
12629,920.0,brucita,uia,es,389.0,salinan,aia,id,kyaku,ia,verb,3.0
13918,1006.0,abrían,aia,es,389.0,salinan,aia,id,kyaku,ia,verb,3.0
14568,1051.0,abría,aia,es,389.0,salinan,aia,id,kyaku,ia,verb,3.0
17070,1226.0,dælan,aia,is,389.0,salinan,aia,id,kyaku,ia,verb,3.0
18337,1306.0,可以吗,ɤia,zh-cn,389.0,salinan,aia,id,kyaku,ia,verb,3.0
