,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
632,31.0,기한,iä,ko,139.0,화상,ää,ko,kyaku,ä,verb,2.0
2526,139.0,화상,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
3004,191.0,기갑,iä,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
3786,246.0,갈망,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
4265,280.0,희망,iä,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
5071,342.0,나팔,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
5438,387.0,나사,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
5456,388.0,미사,iä,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
6292,457.0,아담,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
6550,479.0,반란,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
6813,508.0,달다,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
6956,531.0,기타,iä,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
7044,540.0,파란,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
7062,542.0,사망,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
7095,546.0,살다,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
7118,550.0,사다,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
7253,574.0,하하,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
7319,589.0,시합,iä,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
7337,590.0,알다,ää,ko,31.0,기한,iä,ko,kyaku,ä,verb,2.0
