,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
4111,269.0,khawatir,aai,id,360.0,ripari,iai,eo,kyaku,ai,verb,3.0
5187,360.0,ripari,iai,eo,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
5711,410.0,mulai,uai,id,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
6792,505.0,話し,aai,ja,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
13928,1007.0,agrafi,aai,eo,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
14293,1026.0,آتزر,aai,ar,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
14812,1074.0,bivaki,iai,eo,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
14889,1081.0,fumaĵi,uai,eo,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
15663,1127.0,bourgeoisie,uai,fr,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
16901,1216.0,abatí,aai,es,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
17775,1274.0,imagi,iai,eo,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
19699,1420.0,不搭理,uai,zh-cn,269.0,khawatir,aai,id,kyaku,ai,verb,3.0
