,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
8078,660.0,kebanyakan,əaaa,id,712.0,merasakan,əaaa,id,kyaku,aaa,noun,4.0
8898,712.0,merasakan,əaaa,id,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
9241,730.0,anagrama,aaaa,ro,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
11369,843.0,aplanata,aaaa,eo,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
11923,864.0,哗啦哗啦,aaaa,zh-cn,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
12209,878.0,أدبك,aaaa,ar,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
12494,905.0,prasarana,aaaa,id,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
13735,997.0,いらか段,iaaa,ja,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
13971,1011.0,adakala,aaaa,id,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
14242,1025.0,cân đai áo mão,ɤaaa,vi,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
15089,1091.0,Bakkavarar,aaaa,is,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
15335,1100.0,diafana,iaaa,eo,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
15757,1136.0,あだ花,aaaa,ja,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
16446,1189.0,aparataj,aaaa,ro,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
16511,1190.0,accaparas,aaaa,fr,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
16973,1222.0,أتأيم,aaaa,ar,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
18421,1317.0,malavara,aaaa,eo,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
18671,1334.0,malbanala,aaaa,eo,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
21262,1565.0,antaranya,aaaa,id,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
22082,1630.0,おしゃまさん,oaaa,ja,660.0,kebanyakan,əaaa,id,kyaku,aaa,noun,4.0
