,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
450,21.0,계속하다,e̞o̞ää,ko,43.0,유도하다,uo̞ää,ko,kyaku,o̞ää,verb,4.0
707,43.0,유도하다,uo̞ää,ko,21.0,계속하다,e̞o̞ää,ko,kyaku,o̞ää,verb,4.0
1416,85.0,감독하다,äo̞ää,ko,21.0,계속하다,e̞o̞ää,ko,kyaku,o̞ää,verb,4.0
2106,122.0,부족하다,uo̞ää,ko,21.0,계속하다,e̞o̞ää,ko,kyaku,o̞ää,verb,4.0
2420,136.0,홍보하다,o̞o̞ää,ko,43.0,유도하다,uo̞ää,ko,kyaku,o̞ää,verb,4.0
2588,145.0,가속하다,äo̞ää,ko,21.0,계속하다,e̞o̞ää,ko,kyaku,o̞ää,verb,4.0
3276,221.0,보존하다,o̞o̞ää,ko,43.0,유도하다,uo̞ää,ko,kyaku,o̞ää,verb,4.0
3339,223.0,제공하다,e̞o̞ää,ko,43.0,유도하다,uo̞ää,ko,kyaku,o̞ää,verb,4.0
3808,247.0,의존하다,io̞ää,ko,21.0,계속하다,e̞o̞ää,ko,kyaku,o̞ää,verb,4.0
4523,301.0,배포하다,e̞o̞ää,ko,43.0,유도하다,uo̞ää,ko,kyaku,o̞ää,verb,4.0
4630,304.0,경고하다,ʌo̞ää,ko,21.0,계속하다,e̞o̞ää,ko,kyaku,o̞ää,verb,4.0
5541,399.0,성공하다,ʌo̞ää,ko,21.0,계속하다,e̞o̞ää,ko,kyaku,o̞ää,verb,4.0
