,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
7995,650.0,ぴかぴか,iaia,ja,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
8653,689.0,或いは,aɯia,ja,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
8823,708.0,靴下,ɯɯia,ja,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
9425,739.0,أثيوبيا,auia,ar,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
9674,756.0,أقاقيا,aaia,ar,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
10374,795.0,吗玩意儿,aaia,zh-cn,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
10572,805.0,amonia,aoia,id,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
12318,883.0,aglutina,auia,ro,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
13222,963.0,alfavita,aaia,ro,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
13329,975.0,aluniza,auia,ro,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
14759,1067.0,applaudira,aoia,fr,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
14855,1077.0,お上さん,oaia,ja,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
14900,1082.0,abubilla,auia,es,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
15215,1094.0,analiza,aaia,ro,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
16800,1208.0,chí tái chí tam,iaia,vi,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
17406,1245.0,えぞ鹿,eoia,ja,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
19290,1372.0,bégonia,eoia,id,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
19622,1413.0,おうし座,oɯia,ja,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
19990,1443.0,afoniza,aoia,ro,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
20391,1472.0,actualisa,aaia,fr,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
20808,1517.0,ababilla,aaia,es,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
21883,1616.0,abadiah,aaia,id,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
22056,1627.0,apartiga,aaia,eo,689.0,或いは,aɯia,ja,kyaku,ia,noun,4.0
22300,1646.0,Afrodita,aoia,eo,650.0,ぴかぴか,iaia,ja,kyaku,ia,noun,4.0
