,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
97,6.0,話す,aaɯ,ja,10.0,浸す,iaɯ,ja,kyaku,aɯ,verb,3.0
185,10.0,浸す,iaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
1363,82.0,誓う,iaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
2702,158.0,叱る,iaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
2878,177.0,探す,aaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
3255,220.0,引っ張る,iaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
3640,239.0,違う,aaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
3745,243.0,飾る,aaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
4250,277.0,上がる,aaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
5128,355.0,並ぶ,aaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
5753,412.0,曲がる,aaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
6181,451.0,流す,aaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
6535,473.0,抱く,iaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
6679,487.0,洗う,aaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
6873,523.0,慕う,iaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
6974,532.0,磨く,iaɯ,ja,6.0,話す,aaɯ,ja,kyaku,aɯ,verb,3.0
