,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
1118,65.0,悲しい,aaii,ja,79.0,寂しい,aiii,ja,kyaku,ii,adjective,4.0
1316,79.0,寂しい,aiii,ja,65.0,悲しい,aaii,ja,kyaku,ii,adjective,4.0
2228,127.0,卑しい,iaii,ja,79.0,寂しい,aiii,ja,kyaku,ii,adjective,4.0
2984,183.0,正しい,aaii,ja,79.0,寂しい,aiii,ja,kyaku,ii,adjective,4.0
3594,236.0,悲しみ,aaii,ja,79.0,寂しい,aiii,ja,kyaku,ii,adjective,4.0
6849,517.0,妄りに,iaii,ja,79.0,寂しい,aiii,ja,kyaku,ii,adjective,4.0
12135,873.0,أراتيقي,aaii,ar,79.0,寂しい,aiii,ja,kyaku,ii,adjective,4.0
17839,1281.0,trandafiriu,aaii,ro,79.0,寂しい,aiii,ja,kyaku,ii,adjective,4.0
19034,1356.0,béatifie,eaii,fr,79.0,寂しい,aiii,ja,kyaku,ii,adjective,4.0
19336,1382.0,aviisi,ɑiii,fi,65.0,悲しい,aaii,ja,kyaku,ii,adjective,4.0
