,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
1613,92.0,무시하다,uiää,ko,99.0,인식하다,iiää,ko,kyaku,iää,verb,4.0
1763,99.0,인식하다,iiää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
1818,101.0,동의하다,o̞iää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
3085,198.0,암기하다,äiää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
3666,240.0,의지하다,iiää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
4418,293.0,지시하다,iiää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
4927,329.0,유지하다,uiää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
5644,401.0,표시하다,oiää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
5936,419.0,암시하다,äiää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
6598,482.0,발휘하다,äiää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
9094,723.0,가기하다,äiää,ko,92.0,무시하다,uiää,ko,kyaku,iää,verb,4.0
