,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
1141,67.0,小さい,iiai,ja,212.0,シニカル,iiaɯ,ja,to,ia,adjective,4.0
1181,71.0,유익하다,uiää,ko,434.0,duniawi,uiai,id,to,ia,adjective,4.0
3216,212.0,シニカル,iiaɯ,ja,67.0,小さい,iiai,ja,to,ia,adjective,4.0
3578,234.0,인식하다,iiää,ko,67.0,小さい,iiai,ja,to,ia,adjective,4.0
3589,235.0,berkilau,əiau,id,385.0,meminyaki,əiai,id,to,ia,adjective,4.0
4981,334.0,miniatur,iiau,id,67.0,小さい,iiai,ja,to,ia,adjective,4.0
5426,385.0,meminyaki,əiai,id,235.0,berkilau,əiau,id,to,ia,adjective,4.0
6093,434.0,duniawi,uiai,id,71.0,유익하다,uiää,ko,to,ia,adjective,4.0
6147,441.0,menghiasi,əiai,id,235.0,berkilau,əiau,id,to,ia,adjective,4.0
19585,1404.0,duplikati,uiai,eo,71.0,유익하다,uiää,ko,to,ia,adjective,4.0
20055,1445.0,いいから,iiaa,ja,67.0,小さい,iiai,ja,to,ia,adjective,4.0
