,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
7742,621.0,gaja,aia,eo,714.0,rapida,aia,eo,kyaku,ia,noun,3.0
8958,714.0,rapida,aia,eo,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
10725,812.0,afina,aia,eo,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
11893,863.0,お久,oia,ja,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
11986,865.0,humida,uia,eo,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
12681,933.0,ＩＮＡＨ,aia,ja,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
12810,939.0,acila,aia,ro,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
13469,981.0,abilah,aia,id,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
13811,1000.0,bobina,oia,ro,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
13857,1002.0,Júlía,uia,is,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
13941,1010.0,nữ y tá,ɯia,vi,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
14540,1050.0,fobia,oia,id,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
15039,1089.0,哈密瓜,aia,zh-cn,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
15240,1095.0,آسيا,aia,ar,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
15557,1120.0,Jubilar,uia,de,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
15863,1140.0,boudina,uia,fr,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
16133,1154.0,Afríka,aia,is,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
16606,1195.0,أتيح,uia,ar,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
17192,1234.0,flugila,uia,eo,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
17221,1236.0,马戏团,aia,zh-cn,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
17706,1269.0,audita,oia,fr,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
18222,1301.0,budinya,uia,id,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
18959,1349.0,adika,aia,id,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
19196,1366.0,６日,ɯia,ja,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
19242,1370.0,Ｉターン,aia,ja,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
19773,1431.0,aliman,aia,ro,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
20434,1474.0,claudiqua,oia,fr,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
20495,1482.0,ruina,uia,eo,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
22142,1633.0,おいた,oia,ja,621.0,gaja,aia,eo,kyaku,ia,noun,3.0
