,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
73,5.0,말하다,äää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
555,26.0,논하다,o̞ää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
785,45.0,이루다,iuä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
917,55.0,기르다,iɯä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
944,57.0,취하다,iää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
1224,75.0,줄이다,uiä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
1494,88.0,알리다,äiä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
2075,120.0,곱하다,o̞ää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
2294,132.0,올리다,o̞iä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
2367,134.0,들리다,ɯiä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
2559,141.0,밝히다,äiä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
2634,146.0,자라다,äää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
3705,241.0,돌리다,o̞iä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
4302,282.0,낙하산,äää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
4384,292.0,놀라다,o̞ää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
4691,307.0,구하다,uää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
4763,309.0,높이다,o̞iä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
5226,363.0,죽이다,uiä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
5768,413.0,굽히다,uiä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
6453,467.0,그리다,ɯiä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
6486,470.0,토하다,o̞ää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
6726,497.0,치르다,iɯä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
7220,571.0,미루다,iuä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
16163,1155.0,귀하다,iää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
20712,1505.0,가이단,äiä,ko,5.0,말하다,äää,ko,kyaku,ä,verb,3.0
21915,1618.0,가다가,äää,ko,45.0,이루다,iuä,ko,kyaku,ä,verb,3.0
