,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
372,16.0,bajingan,aia,id,39.0,stabila,aia,eo,kyaku,ia,adjective,3.0
677,39.0,stabila,aia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
2150,123.0,tuja,uia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
2804,173.0,mulia,uia,id,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
2893,178.0,solida,oia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
3022,195.0,gaja,aia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
3048,197.0,magia,aia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
3381,225.0,malriĉa,aia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
3874,251.0,avida,aia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
4064,266.0,fortika,oia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
4176,272.0,naiva,aia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
4332,287.0,ĝoja,oia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
4600,303.0,humila,uia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
4816,321.0,rapida,aia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
6043,424.0,komika,oia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
6320,460.0,saringan,aia,id,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
6356,464.0,mortiga,oia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
6509,471.0,humida,uia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
6653,486.0,nyanyian,aia,id,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
7271,580.0,alia,aia,eo,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
8686,694.0,harian,aia,id,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
9304,731.0,أدريان,aia,ar,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
9857,772.0,cơ khí hóa,ɤia,vi,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
12557,907.0,buziaș,uia,ro,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
12926,943.0,bobina,oia,es,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
13394,978.0,abîma,aia,fr,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
19163,1363.0,african,aia,ro,16.0,bajingan,aia,id,kyaku,ia,adjective,3.0
