,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
425,19.0,resanigi,eaii,eo,140.0,menyakiti,əaii,id,kyaku,aii,verb,4.0
2544,140.0,menyakiti,əaii,id,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
2967,181.0,organizi,oaii,eo,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
3318,222.0,senarmigi,eaii,eo,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
3730,242.0,menghadiri,əaii,id,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
5172,359.0,mewakili,əaii,id,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
10399,796.0,disqualifie,iaii,fr,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
15841,1139.0,amasigi,aaii,eo,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
19599,1408.0,ĉasakiri,aaii,eo,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
19747,1429.0,dihadiri,iaii,id,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
19968,1442.0,alkadrigi,aaii,eo,19.0,resanigi,eaii,eo,kyaku,aii,verb,4.0
