,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
1138,67.0,小さい,iiai,ja,68.0,berbagai,əaai,id,kyaku,ai,adjective,4.0
1157,68.0,berbagai,əaai,id,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
2058,119.0,重大,ɯɯai,ja,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
2684,157.0,memarahi,əaai,id,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
3856,250.0,甲高い,aaai,ja,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
4965,332.0,汚い,iaai,ja,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
5423,385.0,meminyaki,əiai,id,68.0,berbagai,əaai,id,kyaku,ai,adjective,4.0
6092,434.0,duniawi,uiai,id,68.0,berbagai,əaai,id,kyaku,ai,adjective,4.0
6144,441.0,menghiasi,əiai,id,68.0,berbagai,əaai,id,kyaku,ai,adjective,4.0
6858,521.0,壮大,oɯai,ja,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
6992,534.0,確かに,aiai,ja,68.0,berbagai,əaai,id,kyaku,ai,adjective,4.0
7080,544.0,拙い,ɯaai,ja,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
10189,788.0,akapari,aaai,eo,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
16230,1157.0,tejamaní,eaai,es,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
16695,1200.0,أسترالي,uuai,ar,67.0,小さい,iiai,ja,kyaku,ai,adjective,4.0
19584,1404.0,duplikati,uiai,eo,68.0,berbagai,əaai,id,kyaku,ai,adjective,4.0
