,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
596,28.0,kuraĝa,uaa,eo,30.0,fatala,aaa,eo,kyaku,aa,adjective,3.0
614,30.0,fatala,aaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
866,51.0,amara,aaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
1345,81.0,biasa,iaa,id,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
1963,110.0,juara,uaa,id,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
3122,200.0,sovaĝa,oaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
3559,233.0,barbara,aaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
4046,265.0,hazarda,aaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
6025,423.0,banala,aaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
7154,565.0,utama,uaa,id,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
7874,636.0,裸,aaa,ja,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
9462,741.0,bonhava,oaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
12952,945.0,bogata,oaa,ro,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
13839,1001.0,a la hán,aaa,vi,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
16872,1212.0,bizara,iaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
18885,1344.0,balaban,aaa,ro,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
19224,1368.0,okaza,oaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
20416,1473.0,إبيض,iaa,ar,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
22248,1640.0,korala,oaa,eo,28.0,kuraĝa,uaa,eo,kyaku,aa,adjective,3.0
