,id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
9620,751.0,budianu,uiau,ro,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
10343,794.0,adiaŭ,aiau,eo,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
11279,836.0,agamaku,aaau,id,751.0,budianu,uiau,ro,kyaku,au,noun,4.0
11840,860.0,andilau,aiau,id,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
13250,965.0,prisacaru,iaau,ro,751.0,budianu,uiau,ro,kyaku,au,noun,4.0
13355,976.0,أباده,aaau,ar,751.0,budianu,uiau,ro,kyaku,au,noun,4.0
13429,979.0,أدريانو,aiau,ar,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
13901,1005.0,beliau,əiau,id,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
14327,1034.0,imprimátur,iiau,es,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
14383,1037.0,hồng y giáo chủ,oiau,vi,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
15588,1122.0,hlaupár,œiau,is,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
16191,1156.0,الأباجور,aaau,ar,751.0,budianu,uiau,ro,kyaku,au,noun,4.0
17755,1271.0,celanaku,əaau,id,751.0,budianu,uiau,ro,kyaku,au,noun,4.0
18807,1340.0,awabau,aaau,id,751.0,budianu,uiau,ro,kyaku,au,noun,4.0
19368,1386.0,capiau,aiau,id,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
21009,1530.0,hodiaŭ,oiau,eo,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
21503,1585.0,أمبراطور,aiau,ar,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
21736,1599.0,berbiau,əiau,id,836.0,agamaku,aaau,id,kyaku,au,noun,4.0
21941,1619.0,aparatur,aaau,id,751.0,budianu,uiau,ro,kyaku,au,noun,4.0
22341,1653.0,乘虚而入,ɤyau,zh-cn,751.0,budianu,uiau,ro,kyaku,au,noun,4.0
